文字描述
許威廷（編號：B001），年齡 21 歲，工作年資 4.2 年，擅長：飲料調製、甜心卡操作、POS 結帳流程熟悉。每週可排班 16 至 30 小時，排班偏好為：早班、大夜班、晚班，不可上班日為：無。可接受的班表時段為：早班（14-23）、晚班（18-01）、晚班（19-02）、大夜班（23-07）、早班（7-16）。
王欣怡（編號：B023），年齡 20 歲，工作年資 4.9 年，擅長：熟悉外送平台流程、交通安排靈活、客訴轉處流程流暢。每週可排班 16 至 24 小時，排班偏好為：早班、晚班，不可上班日為：週日。可接受的班表時段為：早班（11-20）、早班（14-23）、晚班（19-02）、早班（7-16）、早班（8-17）。
楊俊傑（編號：B024），年齡 24 歲，工作年資 4.4 年，擅長：POS點餐推薦力強、促銷活動推廣、顧客滿意度回饋高。每週可排班 12 至 35 小時，排班偏好為：晚班、大夜班，不可上班日為：週日。可接受的班表時段為：晚班（18-01）、晚班（19-02）、大夜班（23-07）。
謝柏翰（編號：B025），年齡 28 歲，工作年資 1.4 年，擅長：餐廳清潔規劃、班前巡檢落實、洗手間管理良好。每週可排班 16 至 30 小時，排班偏好為：晚班、大夜班，不可上班日為：週五、週四。可接受的班表時段為：晚班（18-01）、晚班（19-02）、大夜班（23-07）。
鄭品妤（編號：B026），年齡 19 歲，工作年資 4.4 年，擅長：POS點餐推薦力強、促銷活動推廣、顧客滿意度回饋高。每週可排班 12 至 30 小時，排班偏好為：早班、大夜班、晚班，不可上班日為：週六。可接受的班表時段為：早班（11-20）、早班（14-23）、晚班（19-02）、早班（7-16）、早班（8-17）。
蔡威廷（編號：B027），年齡 27 歲，工作年資 1.4 年，擅長：廚房熱區漢堡製作熟練、出餐動線配合良好、食材標示精準。每週可排班 20 至 20 小時，排班偏好為：早班、大夜班、晚班，不可上班日為：週一。可接受的班表時段為：早班（11-20）、早班（14-23）、晚班（18-01）、晚班（19-02）、大夜班（23-07）。
郭雅婷（編號：B028），年齡 19 歲，工作年資 3.7 年，擅長：飲料製作迅速、甜品補貨能力強、服務態度佳。每週可排班 20 至 30 小時，排班偏好為：大夜班、晚班、早班，不可上班日為：週六。可接受的班表時段為：早班（11-20）、晚班（18-01）、晚班（19-02）、早班（7-16）、早班（8-17）。
林宜庭（編號：B029），年齡 28 歲，工作年資 4.7 年，擅長：熟悉高峰期流程調配、餐包快速裝填、補貨應變能力佳。每週可排班 20 至 24 小時，排班偏好為：晚班、早班、大夜班，不可上班日為：週二。可接受的班表時段為：早班（11-20）、早班（14-23）、晚班（19-02）、早班（7-16）、早班（8-17）。
李思妤（編號：B030），年齡 25 歲，工作年資 2.5 年，擅長：熟悉外送平台流程、交通安排靈活、客訴轉處流程流暢。每週可排班 20 至 24 小時，排班偏好為：大夜班、早班、晚班，不可上班日為：週五。可接受的班表時段為：早班（14-23）、晚班（18-01）、晚班（19-02）、大夜班（23-07）、早班（8-17）。
郭欣怡（編號：B031），年齡 30 歲，工作年資 1.6 年，擅長：POS熟練操作、餐點備註處理、現金與電子支付切換流暢。每週可排班 12 至 30 小時，排班偏好為：早班、大夜班，不可上班日為：無。可接受的班表時段為：早班（11-20）、早班（14-23）、大夜班（23-07）、早班（7-16）、早班（8-17）。
楊志豪（編號：B032），年齡 24 歲，工作年資 4.5 年，擅長：POS點餐推薦力強、促銷活動推廣、顧客滿意度回饋高。每週可排班 12 至 40 小時，排班偏好為：晚班、大夜班、早班，不可上班日為：無。可接受的班表時段為：早班（11-20）、早班（14-23）、晚班（18-01）、晚班（19-02）、早班（8-17）。
鄭彥廷（編號：B033），年齡 21 歲，工作年資 1.3 年，擅長：熟悉高峰期流程調配、餐包快速裝填、補貨應變能力佳。每週可排班 16 至 40 小時，排班偏好為：大夜班、早班，不可上班日為：無。可接受的班表時段為：早班（11-20）、早班（14-23）、大夜班（23-07）、早班（7-16）、早班（8-17）。
陳昱廷（編號：B034），年齡 27 歲，工作年資 4.2 年，擅長：清潔巡查勤快、廚房區域油污處理熟練、安全意識強。每週可排班 16 至 40 小時，排班偏好為：早班、晚班、大夜班，不可上班日為：週日。可接受的班表時段為：早班（11-20）、早班（14-23）、晚班（18-01）、晚班（19-02）、早班（8-17）。
謝子翔（編號：B035），年齡 21 歲，工作年資 1.7 年，擅長：外送安全駕駛、顧客應對態度佳、餐點核對快速準確。每週可排班 20 至 20 小時，排班偏好為：早班、晚班、大夜班，不可上班日為：週五。可接受的班表時段為：早班（14-23）、晚班（18-01）、晚班（19-02）、早班（7-16）、早班（8-17）。
林昱廷（編號：B036），年齡 29 歲，工作年資 1.2 年，擅長：廚房熱區漢堡製作熟練、出餐動線配合良好、食材標示精準。每週可排班 12 至 24 小時，排班偏好為：晚班、大夜班、早班，不可上班日為：週一。可接受的班表時段為：早班（11-20）、晚班（18-01）、晚班（19-02）、大夜班（23-07）、早班（7-16）。
洪威廷（編號：B037），年齡 24 歲，工作年資 2.6 年，擅長：清潔巡查勤快、廚房區域油污處理熟練、安全意識強。每週可排班 16 至 30 小時，排班偏好為：晚班、早班、大夜班，不可上班日為：無。可接受的班表時段為：早班（14-23）、晚班（18-01）、晚班（19-02）、早班（7-16）、早班（8-17）。
吳俊傑（編號：B038），年齡 23 歲，工作年資 3.5 年，擅長：外送安全駕駛、顧客應對態度佳、餐點核對快速準確。每週可排班 20 至 35 小時，排班偏好為：晚班、早班，不可上班日為：週五、週一。可接受的班表時段為：早班（11-20）、早班（14-23）、晚班（18-01）、晚班（19-02）、早班（8-17）。
劉欣怡（編號：B039），年齡 20 歲，工作年資 4.4 年，擅長：外送迅速準確、導航熟悉、客訴處理能力佳。每週可排班 12 至 24 小時，排班偏好為：晚班、大夜班、早班，不可上班日為：週三。可接受的班表時段為：早班（11-20）、早班（14-23）、晚班（19-02）、大夜班（23-07）、早班（7-16）。
黃欣怡（編號：B040），年齡 19 歲，工作年資 2.6 年，擅長：清潔巡查勤快、廚房區域油污處理熟練、安全意識強。每週可排班 12 至 40 小時，排班偏好為：早班、大夜班、晚班，不可上班日為：無。可接受的班表時段為：晚班（18-01）、晚班（19-02）、大夜班（23-07）、早班（7-16）、早班（8-17）。
王志豪（編號：B041），年齡 20 歲，工作年資 2.6 年，擅長：點餐機引導親切清楚、解決異常交易流程熟悉、語言能力佳。每週可排班 20 至 20 小時，排班偏好為：晚班、大夜班，不可上班日為：週二。可接受的班表時段為：晚班（18-01）、晚班（19-02）、大夜班（23-07）。
許俊傑（編號：B042），年齡 22 歲，工作年資 1.0 年，擅長：飲料製作迅速、甜品補貨能力強、服務態度佳。每週可排班 16 至 20 小時，排班偏好為：晚班、早班、大夜班，不可上班日為：週六、週日。可接受的班表時段為：早班（11-20）、早班（14-23）、晚班（18-01）、晚班（19-02）、早班（7-16）。
楊子翔（編號：B043），年齡 30 歲，工作年資 0.7 年，擅長：熟悉外送平台流程、交通安排靈活、客訴轉處流程流暢。每週可排班 16 至 40 小時，排班偏好為：早班、晚班、大夜班，不可上班日為：週日。可接受的班表時段為：早班（11-20）、早班（14-23）、晚班（18-01）、大夜班（23-07）、早班（7-16）。
楊宥廷（編號：B044），年齡 25 歲，工作年資 3.7 年，擅長：飲品機操作快速、冰炫風比例調整準確、機器保養熟悉。每週可排班 12 至 35 小時，排班偏好為：大夜班、晚班、早班，不可上班日為：週日。可接受的班表時段為：早班（11-20）、早班（14-23）、晚班（19-02）、大夜班（23-07）、早班（8-17）。
蔡昱廷（編號：B045），年齡 19 歲，工作年資 1.8 年，擅長：熟悉高峰期流程調配、餐包快速裝填、補貨應變能力佳。每週可排班 12 至 35 小時，排班偏好為：大夜班、晚班、早班，不可上班日為：無。可接受的班表時段為：早班（14-23）、晚班（18-01）、晚班（19-02）、大夜班（23-07）、早班（7-16）。
黃品妤（編號：B046），年齡 23 歲，工作年資 4.1 年，擅長：飲品機操作快速、冰炫風比例調整準確、機器保養熟悉。每週可排班 16 至 30 小時，排班偏好為：大夜班、早班、晚班，不可上班日為：無。可接受的班表時段為：早班（11-20）、早班（14-23）、晚班（18-01）、早班（7-16）、早班（8-17）。
劉子涵（編號：B047），年齡 30 歲，工作年資 1.6 年，擅長：清潔巡查勤快、廚房區域油污處理熟練、安全意識強。每週可排班 20 至 35 小時，排班偏好為：晚班、早班、大夜班，不可上班日為：週二。可接受的班表時段為：早班（14-23）、晚班（19-02）、大夜班（23-07）、早班（7-16）、早班（8-17）。
郭宜庭（編號：B048），年齡 27 歲，工作年資 2.2 年，擅長：甜品製作標準一致、庫存查核準確、協助新人訓練有耐心。每週可排班 20 至 40 小時，排班偏好為：晚班、大夜班、早班，不可上班日為：週四、週三。可接受的班表時段為：早班（11-20）、早班（14-23）、晚班（18-01）、晚班（19-02）、大夜班（23-07）。
張怡君（編號：B049），年齡 21 歲，工作年資 1.9 年，擅長：炸物熟練控制、出餐動線掌握、廚房團隊合作良好。每週可排班 20 至 40 小時，排班偏好為：早班、大夜班，不可上班日為：週四、週三。可接受的班表時段為：早班（11-20）、早班（14-23）、大夜班（23-07）、早班（7-16）、早班（8-17）。
洪柏翰（編號：B050），年齡 21 歲，工作年資 2.1 年，擅長：飲料製作迅速、甜品補貨能力強、服務態度佳。每週可排班 12 至 30 小時，排班偏好為：晚班、早班，不可上班日為：無。可接受的班表時段為：早班（11-20）、早班（14-23）、晚班（19-02）、早班（7-16）、早班（8-17）。
